No,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime
802,142.0,202.0,28.0,61.0,1399.0,44.0,14.6,1003.4,-1.5,0.0,W,0.8,Dingling,2013-04-03 09:00:00
803,151.0,207.0,38.0,63.0,1300.0,67.0,17.2,1003.4,-1.5,0.0,SSE,1.5,Dingling,2013-04-03 10:00:00
804,151.0,207.0,38.0,63.0,1133.3333333333333,86.0,19.8,1002.8,-2.6,0.0,S,2.5,Dingling,2013-04-03 11:00:00
805,153.0,153.0,30.0,48.5,966.6666666666667,105.0,20.0,1002.3,-1.8,0.0,SSE,2.5,Dingling,2013-04-03 12:00:00
806,106.0,173.0,22.0,34.0,800.0,124.0,19.8,1002.3,-0.3,0.0,SE,3.7,Dingling,2013-04-03 13:00:00
807,132.0,225.0,36.0,39.0,1200.0,147.0,18.5,1002.3,0.6,0.0,SSE,4.0,Dingling,2013-04-03 14:00:00
808,201.0,377.0,90.0,70.0,3200.0,143.0,17.6,1002.8,-0.2,0.0,SSE,3.5,Dingling,2013-04-03 15:00:00
809,154.0,409.0,55.0,41.0,2000.0,146.0,16.3,1003.1,-0.9,0.0,SE,4.2,Dingling,2013-04-03 16:00:00
810,109.0,277.0,38.0,34.0,1300.0,140.0,14.7,1004.0,-2.3,0.0,SE,2.3,Dingling,2013-04-03 17:00:00
811,109.0,277.0,38.0,34.0,1000.0,124.0,13.5,1004.8,-2.5,0.0,ESE,1.9,Dingling,2013-04-03 18:00:00
812,68.0,171.0,28.0,36.0,900.0,106.0,12.6,1005.8,-3.3,0.0,SE,2.3,Dingling,2013-04-03 19:00:00
813,62.0,152.0,23.0,40.0,800.0,90.0,11.9,1006.5,-4.3,0.0,SE,1.6,Dingling,2013-04-03 20:00:00
814,62.0,120.0,18.0,41.0,800.0,80.0,10.2,1007.0,-3.5,0.0,WSW,0.4,Dingling,2013-04-03 21:00:00
815,62.0,120.0,18.0,41.0,700.0,67.0,10.0,1006.6,-3.7,0.0,ESE,1.0,Dingling,2013-04-03 22:00:00
816,42.0,75.0,12.0,39.0,700.0,53.0,9.1,1007.0,-3.2,0.0,ESE,0.9,Dingling,2013-04-03 23:00:00
817,42.0,75.0,12.0,39.0,600.0,48.0,8.9,1007.0,-3.0,0.0,E,0.5,Dingling,2013-04-04 00:00:00
818,37.0,70.0,6.0,34.0,600.0,37.0,9.2,1006.6,-3.4,0.0,S,1.6,Dingling,2013-04-04 01:00:00
819,40.0,80.0,7.0,32.0,600.0,35.0,9.5,1006.6,-4.1,0.0,SSW,2.3,Dingling,2013-04-04 02:00:00
820,43.0,77.0,14.0,44.0,750.0,28.5,9.2,1006.3,-4.4,0.0,SW,1.1,Dingling,2013-04-04 03:00:00
821,39.0,67.0,17.0,44.0,900.0,22.0,8.9,1006.0,-4.7,0.0,SSW,1.3,Dingling,2013-04-04 04:00:00
822,39.0,67.0,17.0,37.0,1100.0,43.0,8.7,1006.2,-5.2,0.0,WSW,1.3,Dingling,2013-04-04 05:00:00
823,34.0,54.0,27.0,39.0,1200.0,43.0,8.7,1006.3,-5.6,0.0,SW,2.0,Dingling,2013-04-04 06:00:00
824,34.0,57.0,28.0,39.0,1100.0,52.0,9.0,1006.4,-5.7,0.0,SSW,0.9,Dingling,2013-04-04 07:00:00
825,38.0,71.0,31.0,49.0,1100.0,52.0,9.3,1006.7,-5.8,0.0,SW,1.2,Dingling,2013-04-04 08:00:00
826,42.0,84.0,45.0,46.0,1300.0,59.0,9.3,1007.1,-5.8,0.0,W,0.6,Dingling,2013-04-04 09:00:00
827,43.0,85.0,40.0,68.0,1300.0,43.0,9.5,1006.3,-5.6,0.0,NE,0.8,Dingling,2013-04-04 10:00:00
828,54.0,91.0,48.0,69.0,1500.0,40.0,9.1,1005.6,-4.1,0.0,SW,0.4,Dingling,2013-04-04 11:00:00
829,53.0,105.0,38.0,59.0,1600.0,43.0,7.5,1005.1,3.0,0.3,NE,2.3,Dingling,2013-04-04 12:00:00
830,53.0,105.0,38.0,59.0,1600.0,34.0,6.7,1004.8,2.2,0.3,NNE,2.1,Dingling,2013-04-04 13:00:00
831,53.0,62.0,17.0,46.0,1600.0,44.0,6.3,1004.3,3.3,1.0,NE,2.5,Dingling,2013-04-04 14:00:00
832,52.0,62.0,13.0,43.0,1600.0,45.0,6.1,1004.1,3.6,0.7,NNW,1.0,Dingling,2013-04-04 15:00:00
833,59.0,63.0,13.0,41.0,1700.0,48.0,6.0,1004.4,4.2,0.9,NNW,0.9,Dingling,2013-04-04 16:00:00
834,65.0,62.0,14.0,48.0,1700.0,44.0,6.0,1005.0,4.2,0.8,WNW,1.5,Dingling,2013-04-04 17:00:00
835,65.0,72.0,14.0,48.0,1800.0,48.0,5.6,1005.5,4.1,1.5,NNW,0.9,Dingling,2013-04-04 18:00:00
836,85.0,53.0,13.0,51.0,2000.0,37.0,5.6,1006.3,4.4,0.7,WNW,1.0,Dingling,2013-04-04 19:00:00
837,91.0,111.0,15.0,49.0,2000.0,41.0,5.7,1006.7,4.7,0.7,NNW,0.7,Dingling,2013-04-04 20:00:00
838,91.0,111.0,15.0,49.0,1899.0,46.0,5.8,1006.7,4.9,0.4,W,1.1,Dingling,2013-04-04 21:00:00
839,98.0,97.0,13.0,36.0,1700.0,51.0,5.5,1007.2,4.6,1.4,NW,1.2,Dingling,2013-04-04 22:00:00
840,98.0,95.0,10.0,51.0,1600.0,26.0,5.7,1007.4,4.7,0.2,SW,0.6,Dingling,2013-04-04 23:00:00
841,98.0,72.0,10.0,51.0,2000.0,2.0,5.8,1007.7,4.8,0.0,W,0.1,Dingling,2013-04-05 00:00:00
842,97.0,73.0,8.0,82.0,2000.0,2.0,6.1,1008.1,5.1,0.4,NE,0.4,Dingling,2013-04-05 01:00:00
843,100.0,75.0,5.0,56.0,1899.0,6.0,6.3,1008.2,5.3,0.4,E,0.5,Dingling,2013-04-05 02:00:00
844,100.0,75.0,5.0,56.0,1600.0,27.0,6.2,1007.8,5.3,0.8,ESE,0.0,Dingling,2013-04-05 03:00:00
845,103.0,69.0,4.0,19.0,1500.0,30.0,5.9,1007.6,5.2,0.1,SW,0.8,Dingling,2013-04-05 04:00:00
846,100.0,61.0,4.0,19.0,1500.0,26.0,5.7,1007.6,5.0,0.0,WSW,0.0,Dingling,2013-04-05 05:00:00
847,100.0,65.0,4.0,19.0,1700.0,8.0,6.0,1007.7,5.3,0.0,ESE,0.6,Dingling,2013-04-05 06:00:00
848,92.0,67.0,3.0,37.0,1600.0,8.0,6.7,1008.2,5.8,0.0,E,0.2,Dingling,2013-04-05 07:00:00
849,101.0,53.0,4.0,36.0,1700.0,8.0,8.0,1008.7,6.8,0.0,NW,0.6,Dingling,2013-04-05 08:00:00
850,102.0,68.0,8.0,31.0,1600.0,16.0,9.8,1009.0,6.3,0.0,S,0.8,Dingling,2013-04-05 09:00:00
851,102.0,89.0,8.0,31.0,1100.0,29.0,11.5,1009.1,-2.0,0.0,NW,4.1,Dingling,2013-04-05 10:00:00
852,75.0,88.0,26.0,38.0,500.0,52.0,12.1,1009.1,-3.3,0.0,NW,5.4,Dingling,2013-04-05 11:00:00
853,14.0,37.0,8.0,8.0,300.0,70.0,12.7,1008.7,-4.0,0.0,NW,5.6,Dingling,2013-04-05 12:00:00
854,14.0,10.0,8.0,8.0,200.0,75.0,12.3,1008.6,-3.5,0.0,NE,3.4,Dingling,2013-04-05 13:00:00
855,15.0,10.0,3.0,5.0,200.0,78.0,11.7,1009.0,-4.5,0.0,NNW,5.6,Dingling,2013-04-05 14:00:00
856,15.0,8.0,3.0,4.0,200.0,81.0,9.7,1009.6,-1.7,0.0,WNW,4.1,Dingling,2013-04-05 15:00:00
857,11.0,11.0,3.0,4.0,200.0,84.0,10.0,1010.3,-6.8,0.0,NNE,5.0,Dingling,2013-04-05 16:00:00
858,11.0,14.0,3.0,4.0,200.0,92.0,9.1,1011.0,-8.5,0.0,NE,2.7,Dingling,2013-04-05 17:00:00
859,9.0,14.0,3.0,4.0,200.0,92.0,7.6,1012.6,-8.5,0.0,NNE,4.7,Dingling,2013-04-05 18:00:00
860,5.0,17.0,3.0,4.0,200.0,94.0,7.0,1014.5,-9.9,0.0,N,2.1,Dingling,2013-04-05 19:00:00
861,8.0,11.0,3.0,3.0,200.0,95.0,6.4,1015.3,-10.4,0.0,N,2.8,Dingling,2013-04-05 20:00:00
862,8.0,11.0,3.0,3.0,200.0,92.0,6.0,1015.3,-10.3,0.0,ENE,1.1,Dingling,2013-04-05 21:00:00
863,5.0,4.0,3.0,3.0,200.0,89.0,5.6,1015.0,-10.2,0.0,N,2.7,Dingling,2013-04-05 22:00:00
864,6.0,3.0,3.0,2.0,200.0,83.0,5.2,1014.6,-9.8,0.0,N,1.9,Dingling,2013-04-05 23:00:00
865,6.0,3.0,3.0,3.0,200.0,80.0,4.9,1014.2,-10.1,0.0,NNE,1.6,Dingling,2013-04-06 00:00:00
866,9.0,9.0,3.0,10.0,200.0,72.0,3.7,1013.4,-9.0,0.0,N,2.3,Dingling,2013-04-06 01:00:00
867,9.0,9.0,3.0,10.0,200.0,64.0,2.5,1012.6,-8.8,0.0,NNE,0.8,Dingling,2013-04-06 02:00:00
868,7.0,7.0,3.0,10.0,200.0,68.0,1.9,1012.1,-8.2,0.0,N,1.3,Dingling,2013-04-06 03:00:00
869,7.0,6.0,3.0,11.0,300.0,54.0,1.3,1011.8,-8.3,0.0,NNE,1.1,Dingling,2013-04-06 04:00:00
870,9.0,11.0,4.0,22.0,300.0,52.0,2.3,1011.7,-9.0,0.0,NE,1.7,Dingling,2013-04-06 05:00:00
871,10.0,11.0,8.0,22.0,300.0,52.0,3.9,1011.9,-9.2,0.0,N,1.1,Dingling,2013-04-06 06:00:00
872,12.0,15.0,10.0,21.0,300.0,53.0,7.0,1011.6,-9.9,0.0,ESE,0.9,Dingling,2013-04-06 07:00:00
873,16.0,17.0,12.0,21.0,300.0,64.0,8.7,1011.2,-8.4,0.0,NW,2.0,Dingling,2013-04-06 08:00:00
874,10.0,12.0,10.0,14.0,300.0,74.0,9.4,1010.7,-9.2,0.0,WNW,3.8,Dingling,2013-04-06 09:00:00
875,6.0,10.0,8.0,10.0,200.0,78.0,11.0,1009.8,-9.4,0.0,NNE,3.2,Dingling,2013-04-06 10:00:00
876,10.0,9.0,8.0,9.0,300.0,79.0,11.6,1008.0,-10.0,0.0,NE,2.0,Dingling,2013-04-06 11:00:00
877,13.0,5.0,9.0,10.0,300.0,83.0,13.1,1006.7,-12.2,0.0,NNW,1.8,Dingling,2013-04-06 12:00:00
878,15.0,3.0,8.0,9.0,200.0,93.0,13.2,1005.4,-12.9,0.0,NE,3.9,Dingling,2013-04-06 13:00:00
879,14.0,14.0,4.0,5.0,200.0,98.1036,14.6,1004.3,-11.8,0.0,WNW,3.7,Dingling,2013-04-06 14:00:00
880,6.0,9.5,3.0,2.0,200.0,99.0,15.0,1003.4,-12.3,0.0,SW,2.2,Dingling,2013-04-06 15:00:00
881,6.0,5.0,3.0,2.0,200.0,100.0,15.0,1002.3,-13.3,0.0,ENE,1.3,Dingling,2013-04-06 16:00:00
882,11.0,15.0,3.0,3.0,200.0,100.0,14.1,1001.8,-13.1,0.0,ESE,1.4,Dingling,2013-04-06 17:00:00
883,13.0,15.0,4.0,6.0,300.0,96.0,12.3,1002.0,-10.1,0.0,ESE,2.5,Dingling,2013-04-06 18:00:00
884,13.0,21.0,5.0,10.0,300.0,78.0,11.0,1002.6,-8.8,0.0,ESE,1.7,Dingling,2013-04-06 19:00:00
885,18.0,34.0,4.0,18.0,300.0,65.0,10.4,1002.9,-8.8,0.0,E,1.8,Dingling,2013-04-06 20:00:00
886,17.0,33.0,3.0,21.0,300.0,62.0,9.2,1002.8,-8.4,0.0,ESE,1.0,Dingling,2013-04-06 21:00:00
887,17.0,33.0,3.0,21.0,300.0,55.0,7.5,1002.7,-7.4,0.0,E,0.8,Dingling,2013-04-06 22:00:00
888,25.0,43.0,3.0,22.0,300.0,55.0,6.2,1002.6,-7.4,0.0,E,0.0,Dingling,2013-04-06 23:00:00
889,20.0,46.0,4.0,24.0,300.0,54.0,5.4,1002.0,-6.8,0.0,NE,0.4,Dingling,2013-04-07 00:00:00
890,25.0,41.0,4.0,20.0,300.0,51.0,4.8,1001.5,-6.2,0.0,ENE,0.1,Dingling,2013-04-07 01:00:00
891,23.0,37.0,3.0,19.0,400.0,47.0,3.9,1001.1,-5.9,0.0,N,0.0,Dingling,2013-04-07 02:00:00
892,37.0,47.0,4.0,23.0,400.0,39.0,3.8,1001.3,-6.5,0.0,E,0.4,Dingling,2013-04-07 03:00:00
893,37.0,47.0,4.0,23.0,400.0,31.0,4.5,1001.6,-4.8,0.0,ESE,3.1,Dingling,2013-04-07 04:00:00
894,43.0,58.0,4.0,27.0,500.0,26.0,3.6,1002.0,-3.5,0.0,ESE,1.3,Dingling,2013-04-07 05:00:00
895,43.0,66.0,4.0,30.0,600.0,18.0,4.1,1002.3,-3.7,0.0,ESE,2.4,Dingling,2013-04-07 06:00:00
896,48.0,70.0,4.0,36.0,600.0,20.0,4.7,1002.5,-3.6,0.0,ESE,1.0,Dingling,2013-04-07 07:00:00
897,51.0,79.0,6.0,38.0,1500.0,14.0,5.8,1002.0,-3.3,0.0,ESE,1.8,Dingling,2013-04-07 08:00:00
898,84.0,126.0,19.0,58.0,1899.0,36.0,7.1,1001.4,-3.2,0.0,SSE,1.6,Dingling,2013-04-07 09:00:00
899,76.0,116.0,49.0,51.0,1800.0,47.0,8.4,1000.4,-3.2,0.0,SE,1.3,Dingling,2013-04-07 10:00:00
900,82.0,112.0,48.0,46.0,1700.0,54.0,10.1,999.4,-2.9,0.0,SE,2.1,Dingling,2013-04-07 11:00:00
901,80.0,110.0,48.0,42.0,1500.0,65.0,10.9,998.0,-2.2,0.0,SSW,2.7,Dingling,2013-04-07 12:00:00
902,86.0,113.0,43.0,43.0,1300.0,70.0,12.1,996.9,-1.5,0.0,ENE,1.2,Dingling,2013-04-07 13:00:00
903,88.0,103.0,36.0,42.0,900.0,77.0,13.4,995.4,-1.4,0.0,WSW,1.3,Dingling,2013-04-07 14:00:00
904,82.0,125.0,32.0,43.0,800.0,83.0,12.5,994.8,-0.8,0.0,N,1.0,Dingling,2013-04-07 15:00:00
905,92.0,103.0,33.0,54.0,900.0,80.0,12.7,993.3,-2.0,0.0,SE,0.8,Dingling,2013-04-07 16:00:00
906,99.0,201.0,33.0,58.0,900.0,74.0,12.5,995.7,-0.1,0.0,ESE,1.2,Dingling,2013-04-07 17:00:00
907,100.0,186.0,34.0,57.0,900.0,70.0,12.2,996.5,-0.4,0.0,ESE,0.9,Dingling,2013-04-07 18:00:00
908,100.0,132.0,38.0,51.0,900.0,67.0,11.2,998.4,0.6,0.0,NNW,1.3,Dingling,2013-04-07 19:00:00
909,89.0,131.0,37.0,45.0,900.0,64.0,10.0,999.9,2.3,0.0,E,2.6,Dingling,2013-04-07 20:00:00
910,82.0,115.0,18.0,28.0,700.0,73.0,8.7,999.9,2.5,0.0,ENE,1.7,Dingling,2013-04-07 21:00:00
911,54.0,115.0,7.0,22.0,600.0,66.0,8.8,998.9,1.9,0.0,E,1.6,Dingling,2013-04-07 22:00:00
912,54.0,26.0,7.0,22.0,700.0,56.0,8.5,998.9,1.2,0.0,E,2.3,Dingling,2013-04-07 23:00:00
913,67.0,27.0,6.0,24.0,500.0,61.0,7.3,998.9,0.9,0.0,NNW,1.7,Dingling,2013-04-08 00:00:00
914,48.0,23.0,6.0,18.0,400.0,58.0,7.2,999.6,-4.9,0.0,NW,3.5,Dingling,2013-04-08 01:00:00
915,39.0,21.0,5.0,15.0,300.0,62.0,9.0,1000.8,-13.4,0.0,NW,5.8,Dingling,2013-04-08 02:00:00
916,26.0,86.0,4.0,14.0,250.0,59.5,8.0,1001.4,-18.0,0.0,NW,5.7,Dingling,2013-04-08 03:00:00
917,23.0,87.0,4.0,10.0,200.0,57.0,7.1,1001.5,-18.7,0.0,NW,6.9,Dingling,2013-04-08 04:00:00
918,38.0,131.0,3.0,4.0,200.0,88.0,6.4,1002.4,-18.4,0.0,NW,3.6,Dingling,2013-04-08 05:00:00
919,22.0,88.0,3.0,5.0,200.0,90.0,6.3,1003.1,-15.7,0.0,NW,5.2,Dingling,2013-04-08 06:00:00
920,11.0,93.0,3.0,4.0,200.0,90.0,7.0,1003.8,-13.9,0.0,NNW,4.9,Dingling,2013-04-08 07:00:00
921,6.0,76.0,3.0,3.0,200.0,90.0,7.5,1003.8,-12.3,0.0,NW,7.1,Dingling,2013-04-08 08:00:00
922,6.0,75.0,3.0,3.0,200.0,89.0,8.6,1004.0,-12.0,0.0,NW,6.5,Dingling,2013-04-08 09:00:00
923,15.0,96.0,3.0,4.0,200.0,89.0,9.5,1003.9,-11.2,0.0,NW,5.2,Dingling,2013-04-08 10:00:00
924,13.0,72.0,3.0,5.0,200.0,89.0,10.8,1003.3,-12.6,0.0,N,9.3,Dingling,2013-04-08 11:00:00
925,14.0,86.0,4.0,6.0,200.0,88.0,11.1,1003.1,-13.1,0.0,NW,6.4,Dingling,2013-04-08 12:00:00
926,13.0,85.0,3.0,6.0,200.0,92.0,11.3,1003.4,-12.2,0.0,NNW,7.0,Dingling,2013-04-08 13:00:00
927,9.0,58.0,3.0,3.0,200.0,93.0,10.0,1003.5,-12.0,0.0,NNW,6.1,Dingling,2013-04-08 14:00:00
928,9.0,89.0,3.0,2.0,200.0,93.0,10.7,1003.8,-12.7,0.0,NW,6.0,Dingling,2013-04-08 15:00:00
929,8.0,102.0,3.0,3.0,200.0,94.0,10.4,1004.2,-13.7,0.0,NW,6.4,Dingling,2013-04-08 16:00:00
930,8.0,102.0,3.0,3.0,200.0,94.0,9.3,1005.1,-13.2,0.0,NW,5.2,Dingling,2013-04-08 17:00:00
931,11.0,130.0,3.0,2.0,200.0,94.0,8.7,1005.9,-14.4,0.0,NW,4.6,Dingling,2013-04-08 18:00:00
932,18.0,162.0,3.0,2.0,200.0,93.0,8.3,1006.6,-13.4,0.0,NNW,5.4,Dingling,2013-04-08 19:00:00
933,13.0,110.0,3.0,2.0,200.0,93.0,8.0,1007.1,-13.6,0.0,NW,4.9,Dingling,2013-04-08 20:00:00
934,12.0,95.0,3.0,3.0,200.0,94.0,7.5,1007.1,-12.3,0.0,NW,8.2,Dingling,2013-04-08 21:00:00
935,14.0,107.0,3.0,2.0,200.0,94.0,7.2,1006.9,-11.6,0.0,NW,7.9,Dingling,2013-04-08 22:00:00
936,12.0,82.0,3.0,2.0,200.0,94.0,6.8,1007.0,-10.9,0.0,NW,7.6,Dingling,2013-04-08 23:00:00
937,14.0,46.0,3.0,2.0,200.0,94.0,6.1,1007.1,-9.8,0.0,NW,4.7,Dingling,2013-04-09 00:00:00
938,12.0,28.0,3.0,2.0,200.0,93.0,6.1,1007.0,-10.2,0.0,NNW,5.5,Dingling,2013-04-09 01:00:00
939,5.0,29.0,3.0,3.0,200.0,91.0,5.5,1008.0,-10.3,0.0,NW,2.4,Dingling,2013-04-09 02:00:00
940,10.0,22.0,3.0,4.0,200.0,95.0,5.2,1008.6,-10.2,0.0,NW,2.4,Dingling,2013-04-09 03:00:00
941,10.0,20.0,3.0,3.0,200.0,89.0,5.3,1009.2,-10.5,0.0,NW,4.4,Dingling,2013-04-09 04:00:00
942,12.0,22.0,3.0,6.0,200.0,90.0,5.5,1009.9,-10.7,0.0,NW,4.9,Dingling,2013-04-09 05:00:00
943,11.0,22.0,3.0,6.0,200.0,92.0,5.7,1010.7,-10.6,0.0,NNW,4.8,Dingling,2013-04-09 06:00:00
944,8.0,22.0,3.0,6.0,200.0,94.0,6.8,1011.6,-10.0,0.0,NW,4.9,Dingling,2013-04-09 07:00:00
945,8.0,17.0,3.0,5.0,200.0,99.0,7.7,1012.0,-10.6,0.0,NW,5.1,Dingling,2013-04-09 08:00:00
946,11.0,14.0,3.0,3.0,200.0,100.0,8.6,1012.1,-9.4,0.0,NW,5.4,Dingling,2013-04-09 09:00:00
947,12.0,19.0,3.0,3.0,200.0,100.0,9.1,1012.0,-9.4,0.0,WNW,3.9,Dingling,2013-04-09 10:00:00
948,10.0,16.0,3.0,3.0,200.0,100.0,10.5,1011.9,-9.8,0.0,NNE,4.1,Dingling,2013-04-09 11:00:00
949,10.0,16.0,3.0,3.0,200.0,101.0,10.2,1011.6,-9.5,0.0,NW,4.0,Dingling,2013-04-09 12:00:00
950,15.0,18.0,3.0,4.0,200.0,100.0,10.8,1011.5,-9.0,0.0,WNW,3.9,Dingling,2013-04-09 13:00:00
951,10.0,16.0,3.0,2.0,200.0,98.0,11.5,1011.7,-8.4,0.0,N,5.6,Dingling,2013-04-09 14:00:00
952,11.0,24.0,3.0,3.0,200.0,98.0,10.4,1011.6,-7.8,0.0,NNW,3.4,Dingling,2013-04-09 15:00:00
953,11.0,15.0,3.0,4.0,200.0,96.0,9.6,1011.9,-8.1,0.0,WNW,6.2,Dingling,2013-04-09 16:00:00
954,13.0,15.0,3.0,4.0,200.0,100.0,9.3,1012.2,-10.3,0.0,NNW,3.8,Dingling,2013-04-09 17:00:00
955,11.0,11.0,3.0,2.0,200.0,104.0,8.0,1012.7,-11.9,0.0,N,3.0,Dingling,2013-04-09 18:00:00
956,11.0,11.0,3.0,2.0,200.0,105.0,7.0,1013.6,-12.2,0.0,NNE,2.1,Dingling,2013-04-09 19:00:00
957,8.0,13.0,3.0,2.0,200.0,101.0,6.8,1014.2,-11.9,0.0,N,2.2,Dingling,2013-04-09 20:00:00
958,11.0,15.0,3.0,2.0,200.0,98.0,6.0,1014.3,-11.6,0.0,N,3.7,Dingling,2013-04-09 21:00:00
959,8.0,13.0,3.0,2.0,200.0,98.0,6.0,1014.5,-11.2,0.0,NNW,3.8,Dingling,2013-04-09 22:00:00
960,16.0,10.0,3.0,2.0,200.0,97.0,4.7,1014.3,-10.6,0.0,NNW,1.3,Dingling,2013-04-09 23:00:00
961,9.0,10.0,3.0,2.3333333333333335,200.0,96.0,3.9,1013.8,-9.8,0.0,NW,1.3,Dingling,2013-04-10 00:00:00
962,6.0,3.0,3.0,2.6666666666666665,200.0,91.4634,3.8,1013.5,-9.6,0.0,WNW,1.5,Dingling,2013-04-10 01:00:00
963,7.0,11.0,3.0,3.0,300.0,77.3262,4.6,1013.2,-9.2,0.0,WNW,3.7,Dingling,2013-04-10 02:00:00
964,5.0,11.0,4.0,13.0,300.0,77.5404,4.4,1012.9,-8.7,0.0,NW,2.1,Dingling,2013-04-10 03:00:00
965,13.0,13.0,5.0,11.0,400.0,70.686,4.2,1012.9,-8.6,0.0,NW,3.0,Dingling,2013-04-10 04:00:00
966,13.0,15.0,6.0,14.0,400.0,71.5428,4.0,1013.1,-8.4,0.0,WNW,2.6,Dingling,2013-04-10 05:00:00
967,13.0,16.0,6.0,12.0,300.0,74.1132,5.0,1013.0,-8.2,0.0,WNW,5.0,Dingling,2013-04-10 06:00:00
968,7.0,13.0,5.0,11.0,400.0,74.5416,6.3,1013.0,-8.4,0.0,WNW,3.6,Dingling,2013-04-10 07:00:00
969,10.0,15.0,7.0,8.0,300.0,80.5392,8.3,1012.7,-9.6,0.0,NW,4.1,Dingling,2013-04-10 08:00:00
970,11.0,13.0,5.0,7.0,300.0,84.609,9.3,1012.3,-9.3,0.0,NW,4.2,Dingling,2013-04-10 09:00:00
971,11.0,12.0,4.0,6.0,300.0,86.751,9.4,1011.4,-10.7,0.0,NE,3.6,Dingling,2013-04-10 10:00:00
972,12.0,17.0,6.0,7.0,300.0,90.8208,9.8,1010.5,-11.0,0.0,NNE,4.7,Dingling,2013-04-10 11:00:00
973,10.0,13.0,3.0,2.0,200.0,95.7474,12.1,1009.8,-9.6,0.0,NW,4.7,Dingling,2013-04-10 12:00:00
974,11.0,17.0,3.0,2.0,200.0,95.9616,11.1,1009.1,-8.7,0.0,N,1.7,Dingling,2013-04-10 13:00:00
975,10.0,16.0,3.0,2.0,200.0,94.6764,11.8,1008.0,-10.5,0.0,NNE,3.4,Dingling,2013-04-10 14:00:00
976,12.0,15.0,3.0,2.0,200.0,95.1048,11.7,1007.6,-12.6,0.0,N,3.1,Dingling,2013-04-10 15:00:00
977,12.0,9.0,3.0,2.0,200.0,94.8906,11.3,1007.5,-11.5,0.0,NE,2.7,Dingling,2013-04-10 16:00:00
978,6.0,15.0,3.0,2.0,200.0,94.0338,10.9,1007.7,-11.9,0.0,NNE,2.7,Dingling,2013-04-10 17:00:00
979,9.0,19.0,3.0,2.0,200.0,91.8918,9.5,1008.1,-11.8,0.0,NE,1.3,Dingling,2013-04-10 18:00:00
980,11.0,16.0,3.0,2.5,200.0,91.6776,7.9,1008.9,-12.0,0.0,ENE,0.7,Dingling,2013-04-10 19:00:00
981,19.0,27.0,3.0,3.0,200.0,87.6078,6.4,1009.6,-10.8,0.0,NE,0.2,Dingling,2013-04-10 20:00:00
982,14.0,24.0,3.0,15.0,300.0,65.331,4.7,1009.9,-10.2,0.0,ENE,0.0,Dingling,2013-04-10 21:00:00
983,14.0,36.0,3.0,11.0,400.0,56.763,3.8,1010.1,-10.3,0.0,NNE,0.7,Dingling,2013-04-10 22:00:00
984,15.0,37.0,3.0,12.0,300.0,51.6222,4.0,1010.1,-10.9,0.0,NNE,1.7,Dingling,2013-04-10 23:00:00
985,20.0,60.0,3.0,10.0,300.0,52.6932,3.7,1010.6,-11.1,0.0,NE,0.8,Dingling,2013-04-11 00:00:00
986,19.0,54.0,3.0,10.0,300.0,49.9086,3.0,1010.4,-10.0,0.0,NE,1.0,Dingling,2013-04-11 01:00:00
987,14.0,54.0,3.0,15.0,300.0,44.982,2.8,1010.6,-8.9,0.0,N,1.2,Dingling,2013-04-11 02:00:00
988,12.0,22.0,3.0,25.0,300.0,39.4128,3.0,1010.7,-9.0,0.0,N,1.7,Dingling,2013-04-11 03:00:00
989,10.0,25.0,4.0,31.0,400.0,38.3418,3.1,1010.7,-9.9,0.0,N,1.2,Dingling,2013-04-11 04:00:00
990,15.0,34.0,4.0,26.0,300.0,45.1962,3.3,1010.9,-10.7,0.0,NNE,1.6,Dingling,2013-04-11 05:00:00
991,15.0,29.0,3.0,12.0,400.0,45.8388,6.2,1011.6,-11.0,0.0,NNE,0.7,Dingling,2013-04-11 06:00:00
992,14.0,22.0,3.0,14.0,400.0,57.6198,8.6,1011.8,-10.9,0.0,NNE,0.8,Dingling,2013-04-11 07:00:00
993,11.0,21.0,6.0,15.0,500.0,68.9724,10.3,1011.7,-11.7,0.0,N,1.5,Dingling,2013-04-11 08:00:00
994,12.0,18.0,11.0,15.0,400.0,76.4694,11.1,1011.4,-11.7,0.0,NW,4.2,Dingling,2013-04-11 09:00:00
995,15.0,20.0,8.0,12.0,300.0,92.3202,13.3,1010.9,-12.8,0.0,NNW,5.7,Dingling,2013-04-11 10:00:00
996,8.0,9.0,3.0,11.272727272727273,200.0,96.1758,13.9,1010.0,-13.2,0.0,NNE,3.6,Dingling,2013-04-11 11:00:00
997,5.0,14.0,3.0,10.545454545454545,250.0,98.9604,15.4,1008.9,-12.9,0.0,NE,3.5,Dingling,2013-04-11 12:00:00
998,7.0,13.0,3.0,9.818181818181818,300.0,99.603,15.9,1008.2,-13.5,0.0,N,3.2,Dingling,2013-04-11 13:00:00
999,7.0,15.0,3.0,9.09090909090909,200.0,100.0314,17.0,1007.2,-12.7,0.0,N,2.4,Dingling,2013-04-11 14:00:00
1000,11.0,12.0,0.5712,8.363636363636363,250.0,101.5308,17.4,1006.6,-12.4,0.0,NE,3.1,Dingling,2013-04-11 15:00:00
1001,5.0,12.0,3.0,7.636363636363637,300.0,103.0302,17.1,1006.5,-12.6,0.0,NE,3.0,Dingling,2013-04-11 16:00:00
