No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
34496,2017,2,5,7,9.0,22.0,8.0,9.0,500.0,70.0,1.2,1013.4,-15.8,0.0,NW,4.6,Dingling
34497,2017,2,5,8,9.0,19.0,9.0,11.0,400.0,67.0,1.1,1013.9,-15.9,0.0,NW,4.1,Dingling
34498,2017,2,5,9,13.0,13.0,8.0,9.0,400.0,72.0,3.0,1014.5,-16.2,0.0,NW,5.1,Dingling
34499,2017,2,5,10,15.0,36.0,7.0,6.0,400.0,79.0,4.3,1014.1,-16.7,0.0,WNW,6.7,Dingling
34500,2017,2,5,11,10.0,20.0,8.0,6.0,400.0,80.0,6.0,1014.2,-17.3,0.0,WNW,4.1,Dingling
34501,2017,2,5,12,12.0,24.0,6.0,5.0,300.0,84.0,7.4,1013.4,-17.6,0.0,NW,2.7,Dingling
34502,2017,2,5,13,12.0,17.0,5.0,5.0,300.0,90.0,7.8,1012.2,-17.3,0.0,WNW,4.0,Dingling
34503,2017,2,5,14,10.0,23.0,5.0,5.0,300.0,94.0,8.4,1011.5,-17.6,0.0,WNW,3.8,Dingling
34504,2017,2,5,15,14.0,28.0,5.0,5.0,300.0,95.0,8.8,1011.5,-16.5,0.0,NNW,3.4,Dingling
34505,2017,2,5,16,8.0,8.0,2.0,2.0,300.0,97.0,8.2,1011.5,-17.0,0.0,N,2.4,Dingling
34506,2017,2,5,17,8.0,9.0,2.0,2.0,200.0,98.0,7.8,1012.4,-18.1,0.0,NNW,3.2,Dingling
34507,2017,2,5,18,5.0,19.0,2.0,2.0,200.0,99.0,6.3,1013.8,-17.7,0.0,N,1.8,Dingling
34508,2017,2,5,19,4.0,12.0,2.0,2.0,200.0,96.0,5.3,1014.8,-17.2,0.0,N,1.2,Dingling
34509,2017,2,5,20,5.0,13.0,2.0,2.0,200.0,94.0,4.0,1015.9,-16.4,0.0,N,1.5,Dingling
34510,2017,2,5,21,9.0,14.0,2.0,2.0,200.0,90.0,3.7,1016.4,-15.6,0.0,NNE,1.3,Dingling
34511,2017,2,5,22,3.0,14.0,2.0,2.0,200.0,88.0,2.9,1017.3,-15.7,0.0,N,1.6,Dingling
34512,2017,2,5,23,9.0,9.0,2.0,2.0,200.0,86.0,2.56666666666667,1018.0,-15.4,0.0,NW,1.0,Dingling
34513,2017,2,6,0,7.0,14.0,2.0,2.0,200.0,87.0,2.56,1018.0,-15.7,0.0,NW,1.3,Dingling
34514,2017,2,6,1,6.0,8.0,2.0,2.0,300.0,86.0,2.25,1018.5,-15.8,0.0,NE,1.8,Dingling
34515,2017,2,6,2,6.0,13.0,3.0,2.0,200.0,85.0,1.95,1019.0,-15.9,0.0,NE,3.2,Dingling
34516,2017,2,6,3,9.0,9.0,2.0,2.0,200.0,85.0,1.375,1020.5,-16.2,0.0,NE,2.3,Dingling
34517,2017,2,6,4,4.0,9.0,2.0,2.0,200.0,99.0,0.05,1020.75,-15.9,0.0,SW,1.8,Dingling
34518,2017,2,6,5,4.0,5.0,2.0,2.0,200.0,99.0,-2.45,1021.75,-14.8,0.0,NW,1.3,Dingling
34519,2017,2,6,6,6.0,9.0,2.0,3.0,300.0,82.0,-3.15,1022.0,-14.6,0.0,NW,0.8,Dingling
34520,2017,2,6,7,9.0,9.0,2.0,2.0,200.0,83.0,-3.5,1022.0,-14.6,0.0,,0.4,Dingling
34521,2017,2,6,8,10.0,28.0,5.0,26.0,500.0,53.0,-3.8,1023.8,-14.3,0.0,SSE,0.9,Dingling
34522,2017,2,6,9,19.0,35.0,10.0,25.0,700.0,54.0,0.1,1024.6,-14.3,0.0,SW,0.8,Dingling
34523,2017,2,6,10,22.0,38.0,15.0,26.0,800.0,58.0,1.0,1024.9,-14.7,0.0,W,1.7,Dingling
34524,2017,2,6,11,21.0,34.0,13.0,23.0,700.0,65.0,2.6,1024.9,-15.0,0.0,SSE,2.2,Dingling
34525,2017,2,6,12,24.0,29.0,14.0,30.0,800.0,64.0,3.8,1024.2,-17.2,0.0,S,2.5,Dingling
34526,2017,2,6,13,3.0,6.0,10.0,2.0,600.0,67.0,3.9,1022.8,-18.3,0.0,ESE,1.8,Dingling
34527,2017,2,6,14,9.0,9.0,3.0,8.0,,80.0,4.7,1022.0,-18.3,0.0,SSE,2.2,Dingling
34528,2017,2,6,15,10.0,10.0,3.0,7.0,300.0,99.0,4.5,1021.7,-19.2,0.0,S,2.5,Dingling
34529,2017,2,6,16,12.0,12.0,5.0,14.0,400.0,83.0,3.7,1022.0,-19.9,0.0,S,1.8,Dingling
34530,2017,2,6,17,4.0,5.0,6.0,14.0,400.0,81.0,3.4,1022.1,-20.9,0.0,SE,1.0,Dingling
34531,2017,2,6,18,13.0,13.0,5.0,17.0,500.0,69.0,3.0,1022.3,-21.2,0.0,ESE,1.4,Dingling
34532,2017,2,6,19,23.0,23.0,10.0,20.0,700.0,58.0,2.4,1022.4,-18.9,0.0,SSE,2.0,Dingling
34533,2017,2,6,20,32.0,32.0,11.0,22.0,800.0,49.0,1.6,1022.9,-17.4,0.0,SSE,1.9,Dingling
34534,2017,2,6,21,24.0,24.0,8.0,18.0,700.0,49.0,0.3,1023.2,-17.0,0.0,N,1.3,Dingling
34535,2017,2,6,22,22.0,31.0,10.0,34.0,900.0,31.0,-0.5,1023.4,-16.4,0.0,NE,0.8,Dingling
34536,2017,2,6,23,28.0,34.0,11.0,30.0,1000.0,87.0,-1.3,1023.3,-17.1,0.0,N,0.9,Dingling
34537,2017,2,7,0,26.0,34.0,9.0,30.0,1000.0,86.0,-1.6,1023.5,-16.6,0.0,NNE,0.7,Dingling
34538,2017,2,7,1,29.0,29.0,8.0,28.0,800.0,32.0,-1.6,1023.1,-16.6,0.0,ENE,0.8,Dingling
34539,2017,2,7,2,33.0,33.0,9.0,26.0,900.0,35.0,-2.2,1022.8,-16.3,0.0,,0.1,Dingling
34540,2017,2,7,3,29.0,29.0,8.0,24.0,800.0,33.0,-1.6,1023.0,-16.6,0.0,WSW,0.7,Dingling
34541,2017,2,7,4,30.0,30.0,13.0,34.0,1100.0,86.0,-1.1,1022.5,-16.5,0.0,ENE,1.3,Dingling
34542,2017,2,7,5,28.0,34.0,8.0,23.0,1000.0,83.0,-0.8,1022.3,-16.3,0.0,E,1.1,Dingling
34543,2017,2,7,6,25.0,31.0,9.0,49.0,1000.0,4.0,-1.6,1021.9,-15.1,0.0,ENE,1.2,Dingling
34544,2017,2,7,7,27.0,36.0,10.0,48.0,1100.0,83.0,-1.3,1022.4,-15.2,0.0,ESE,0.9,Dingling
34545,2017,2,7,8,30.0,43.0,14.0,54.0,1000.0,2.0,-1.7,1022.8,-14.8,0.0,NNW,1.0,Dingling
34546,2017,2,7,9,48.0,66.0,13.0,54.0,1200.0,2.0,-1.2,1023.2,-14.4,0.0,WSW,1.4,Dingling
34547,2017,2,7,10,69.0,103.0,30.0,63.0,2100.0,4.0,-0.7,1023.2,-14.3,0.0,SSE,2.0,Dingling
34548,2017,2,7,11,89.0,117.0,32.0,72.0,2300.0,9.0,-0.8,1023.2,-8.3,0.0,SSW,1.5,Dingling
34549,2017,2,7,12,84.0,93.0,21.0,59.0,1600.0,21.0,-1.4,1022.7,-6.0,0.0,NW,1.4,Dingling
34550,2017,2,7,13,87.0,87.0,21.0,54.0,1600.0,29.0,-0.5,1021.7,-6.3,0.0,N,1.7,Dingling
34551,2017,2,7,14,83.0,83.0,24.0,49.0,1500.0,43.0,-0.2,1021.0,-6.4,0.0,NNW,1.8,Dingling
34552,2017,2,7,15,84.0,84.0,22.0,48.0,1400.0,47.0,0.7,1020.7,-6.9,0.0,ENE,1.1,Dingling
34553,2017,2,7,16,79.0,87.0,22.0,50.0,1400.0,47.0,0.8,1020.3,-7.0,0.0,W,0.7,Dingling
34554,2017,2,7,17,85.0,86.0,20.0,54.0,1400.0,43.0,0.5,1020.3,-7.0,0.0,NW,0.8,Dingling
34555,2017,2,7,18,78.0,83.0,15.0,52.0,1400.0,58.0,-0.3,1020.7,-6.9,0.0,W,1.4,Dingling
34556,2017,2,7,19,86.0,89.0,10.0,50.0,1400.0,49.0,-1.1,1021.2,-6.9,0.0,NW,1.1,Dingling
34557,2017,2,7,20,94.0,94.0,10.0,51.0,1500.0,23.0,-1.4,1021.0,-7.3,0.0,NNE,1.2,Dingling
34558,2017,2,7,21,91.0,91.0,11.0,55.0,1700.0,18.0,-2.4,1020.9,-7.9,0.0,NW,1.5,Dingling
34559,2017,2,7,22,89.0,89.0,7.0,49.0,1500.0,47.0,-2.9,1021.0,-7.6,0.0,NW,1.1,Dingling
34560,2017,2,7,23,89.0,89.0,6.0,41.0,1500.0,22.0,-3.6,1021.0,-7.7,0.0,N,1.4,Dingling
34561,2017,2,8,0,86.0,86.0,5.0,42.0,1400.0,19.0,-3.4,1021.3,-7.5,0.0,NE,0.7,Dingling
34562,2017,2,8,1,106.0,106.0,5.0,42.0,1700.0,17.0,-3.5,1021.2,-7.6,0.0,NW,0.6,Dingling
34563,2017,2,8,2,94.0,94.0,9.0,39.0,1400.0,19.0,-3.1,1021.3,-7.4,0.0,NNW,2.0,Dingling
34564,2017,2,8,3,69.0,69.0,14.0,34.0,900.0,30.0,-2.9,1021.1,-7.8,0.0,NNW,2.1,Dingling
34565,2017,2,8,4,48.0,48.0,11.0,27.0,700.0,47.0,-3.5,1020.8,-8.8,0.0,N,1.2,Dingling
34566,2017,2,8,5,22.0,22.0,8.0,10.0,500.0,67.0,-0.8,1021.2,-12.7,0.0,NNW,3.0,Dingling
34567,2017,2,8,6,6.0,31.0,2.0,2.0,200.0,88.0,-0.6,1021.7,-15.3,0.0,NNW,2.6,Dingling
34568,2017,2,8,7,6.0,79.0,2.0,2.0,200.0,87.0,-1.2,1022.3,-16.6,0.0,N,2.2,Dingling
34569,2017,2,8,8,7.0,13.0,2.0,2.0,200.0,86.0,-0.9,1022.8,-16.7,0.0,NNW,4.1,Dingling
34570,2017,2,8,9,4.0,10.0,2.0,2.0,200.0,85.0,0.0,1023.3,-16.8,0.0,NW,3.7,Dingling
34571,2017,2,8,10,7.0,7.0,2.0,2.0,200.0,86.0,0.9,1023.2,-15.6,0.0,WNW,3.7,Dingling
34572,2017,2,8,11,10.0,10.0,2.0,2.0,200.0,87.0,2.2,1023.0,-15.8,0.0,NW,3.6,Dingling
34573,2017,2,8,12,9.0,220.0,2.0,2.0,200.0,88.0,2.8,1022.0,-16.9,0.0,WNW,4.0,Dingling
34574,2017,2,8,13,11.0,23.0,2.0,2.0,200.0,93.0,2.9,1021.3,-21.3,0.0,N,4.9,Dingling
34575,2017,2,8,14,7.0,26.0,2.0,2.0,200.0,95.0,3.2,1020.8,-22.7,0.0,NNW,4.2,Dingling
34576,2017,2,8,15,5.0,73.0,2.0,2.0,200.0,98.0,3.0,1020.9,-22.8,0.0,NNW,6.0,Dingling
34577,2017,2,8,16,8.0,14.0,2.0,2.0,200.0,97.0,2.3,1021.0,-22.5,0.0,NNW,4.3,Dingling
34578,2017,2,8,17,10.0,27.0,2.0,2.0,200.0,96.0,1.1,1021.1,-22.7,0.0,NNW,3.8,Dingling
34579,2017,2,8,18,8.0,22.0,2.0,2.0,200.0,98.0,-0.9,1022.2,-21.7,0.0,N,4.3,Dingling
34580,2017,2,8,19,9.0,52.0,2.0,2.0,200.0,91.0,-2.0,1023.2,-20.9,0.0,N,3.6,Dingling
34581,2017,2,8,20,13.0,16.0,2.0,2.0,200.0,90.0,-2.9,1023.7,-20.7,0.0,N,1.6,Dingling
34582,2017,2,8,21,10.0,14.0,2.0,2.0,200.0,89.0,-3.2,1023.9,-20.5,0.0,NNE,1.6,Dingling
34583,2017,2,8,22,10.0,10.0,2.0,2.0,200.0,88.0,-3.3,1023.9,-21.0,0.0,NNW,2.7,Dingling
34584,2017,2,8,23,8.0,8.0,2.0,2.0,200.0,98.0,-4.2,1023.6,-20.5,0.0,WNW,2.0,Dingling
34585,2017,2,9,0,11.0,13.0,2.0,2.0,300.0,98.0,-4.0,1023.2,-19.5,0.0,W,3.4,Dingling
34586,2017,2,9,1,5.0,9.0,2.0,2.0,300.0,98.0,-5.0,1022.4,-19.6,0.0,N,1.0,Dingling
34587,2017,2,9,2,3.0,6.0,2.0,2.0,300.0,98.0,-4.5,1022.0,-19.9,0.0,WNW,2.0,Dingling
34588,2017,2,9,3,,,,,,,-4.3,1021.4,-20.5,0.0,WNW,2.1,Dingling
34589,2017,2,9,4,10.0,15.0,2.0,2.0,300.0,98.0,-4.4,1020.7,-20.6,0.0,WNW,2.8,Dingling
34590,2017,2,9,5,5.0,10.0,2.0,2.0,300.0,98.0,-4.5,1020.5,-20.3,0.0,WNW,2.9,Dingling
34591,2017,2,9,6,7.0,10.0,3.0,2.0,300.0,98.0,-4.7,1020.6,-20.5,0.0,WNW,4.1,Dingling
34592,2017,2,9,7,4.0,12.0,3.0,2.0,300.0,98.0,-4.7,1020.7,-20.9,0.0,WNW,4.5,Dingling
34593,2017,2,9,8,4.0,18.0,4.0,2.0,300.0,98.0,-4.6,1021.0,-20.8,0.0,WNW,4.3,Dingling
34594,2017,2,9,9,6.0,17.0,5.0,2.0,300.0,77.0,-3.3,1020.8,-20.6,0.0,WNW,5.1,Dingling
34595,2017,2,9,10,12.0,24.0,4.0,2.0,300.0,78.0,-2.1,1020.8,-21.0,0.0,WNW,5.9,Dingling
34596,2017,2,9,11,7.0,34.0,4.0,2.0,300.0,98.0,-1.1,1020.4,-21.3,0.0,WNW,5.7,Dingling
34597,2017,2,9,12,13.0,30.0,3.0,2.0,300.0,82.0,0.0,1019.3,-20.9,0.0,WNW,6.1,Dingling
34598,2017,2,9,13,10.0,36.0,2.0,2.0,300.0,98.0,1.1,1018.2,-20.6,0.0,W,5.4,Dingling
34599,2017,2,9,14,12.0,34.0,2.0,2.0,200.0,98.0,2.9,1017.3,-23.8,0.0,NW,4.0,Dingling
34600,2017,2,9,15,3.0,30.0,2.0,2.0,200.0,94.0,2.0,1017.4,-23.6,0.0,N,5.3,Dingling
34601,2017,2,9,16,12.0,20.0,2.0,2.0,200.0,93.0,1.7,1017.2,-22.2,0.0,N,3.5,Dingling
34602,2017,2,9,17,3.0,13.0,2.0,2.0,200.0,92.0,0.9,1017.5,-22.9,0.0,NNW,4.6,Dingling
34603,2017,2,9,18,5.0,19.0,2.0,2.0,200.0,93.0,-0.4,1018.2,-22.5,0.0,N,2.9,Dingling
34604,2017,2,9,19,3.0,16.0,2.0,2.0,200.0,92.0,-0.9,1018.7,-22.3,0.0,NNW,4.1,Dingling
34605,2017,2,9,20,3.0,13.0,2.0,2.0,200.0,91.0,-1.5,1019.0,-21.6,0.0,NW,2.7,Dingling
34606,2017,2,9,21,5.0,9.0,2.0,2.0,200.0,88.0,-2.3,1019.0,-21.2,0.0,WNW,2.6,Dingling
34607,2017,2,9,22,9.0,18.0,2.0,2.0,200.0,85.0,-2.2,1019.2,-19.2,0.0,WNW,4.4,Dingling
34608,2017,2,9,23,6.0,22.0,2.0,3.0,200.0,82.0,-2.4,1019.2,-19.3,0.0,WNW,4.3,Dingling
34609,2017,2,10,0,9.0,26.0,2.0,4.0,300.0,79.0,-2.3,1019.1,-19.3,0.0,WNW,4.9,Dingling
34610,2017,2,10,1,9.0,27.0,2.0,4.0,300.0,78.0,-2.3,1019.0,-20.2,0.0,WNW,6.2,Dingling
34611,2017,2,10,2,6.0,46.0,6.0,4.0,300.0,78.0,-2.6,1019.4,-20.9,0.0,WNW,5.1,Dingling
34612,2017,2,10,3,9.0,36.0,4.0,3.0,200.0,81.0,-3.0,1019.6,-21.3,0.0,WNW,6.0,Dingling
34613,2017,2,10,4,5.0,18.0,3.0,2.0,200.0,82.0,-3.4,1019.8,-21.1,0.0,WNW,7.2,Dingling
34614,2017,2,10,5,5.0,15.0,3.0,3.0,200.0,83.0,-3.8,1020.3,-22.0,0.0,WNW,6.0,Dingling
34615,2017,2,10,6,5.0,26.0,4.0,3.0,300.0,82.0,-4.2,1020.5,-21.8,0.0,WNW,6.2,Dingling
34616,2017,2,10,7,3.0,24.0,5.0,3.0,300.0,80.0,-4.5,1021.4,-22.1,0.0,WNW,7.4,Dingling
34617,2017,2,10,8,3.0,24.0,5.0,3.0,200.0,82.0,-4.2,1022.2,-21.8,0.0,NW,8.0,Dingling
34618,2017,2,10,9,8.0,24.0,6.0,3.0,300.0,80.0,-2.7,1022.6,-21.5,0.0,WNW,5.3,Dingling
34619,2017,2,10,10,10.0,22.0,7.0,3.0,300.0,81.0,-1.2,1022.5,-21.4,0.0,WNW,5.9,Dingling
34620,2017,2,10,11,7.0,24.0,5.0,3.0,300.0,82.0,0.0,1022.2,-20.9,0.0,WNW,6.0,Dingling
34621,2017,2,10,12,8.0,405.0,5.0,2.0,300.0,85.0,1.3,1021.2,-21.1,0.0,WNW,6.3,Dingling
34622,2017,2,10,13,11.0,56.0,4.0,2.0,200.0,87.0,2.4,1020.0,-20.9,0.0,WNW,5.8,Dingling
34623,2017,2,10,14,10.0,38.0,4.0,2.0,200.0,87.0,3.8,1019.0,-20.5,0.0,WNW,5.4,Dingling
34624,2017,2,10,15,9.0,25.0,3.0,2.0,200.0,90.0,4.8,1018.3,-22.3,0.0,WNW,5.0,Dingling
34625,2017,2,10,16,3.0,24.0,2.0,2.0,200.0,97.0,4.9,1018.1,-22.2,0.0,WNW,5.3,Dingling
34626,2017,2,10,17,9.0,18.0,2.0,2.0,200.0,97.0,4.3,1018.4,-21.8,0.0,WNW,4.5,Dingling
34627,2017,2,10,18,4.0,15.0,2.0,2.0,200.0,96.0,2.9,1019.2,-23.8,0.0,NNW,3.0,Dingling
34628,2017,2,10,19,9.0,11.0,2.0,2.0,200.0,93.0,1.1,1019.6,-22.7,0.0,NNE,1.7,Dingling
34629,2017,2,10,20,5.0,8.0,2.0,2.0,200.0,89.0,0.5,1019.8,-22.5,0.0,NE,1.5,Dingling
34630,2017,2,10,21,5.0,10.0,2.0,2.0,200.0,87.0,0.4,1020.2,-22.6,0.0,NE,1.5,Dingling
34631,2017,2,10,22,7.0,8.0,2.0,4.0,200.0,82.0,0.5,1020.2,-22.5,0.0,NNE,2.2,Dingling
34632,2017,2,10,23,8.0,20.0,4.0,3.0,500.0,76.0,-0.1,1020.2,-21.6,0.0,N,1.4,Dingling
34633,2017,2,11,0,23.0,28.0,6.0,6.0,700.0,68.0,-0.5,1020.4,-20.8,0.0,NNE,2.2,Dingling
34634,2017,2,11,1,8.0,18.0,6.0,5.0,400.0,73.0,-0.4,1020.4,-19.6,0.0,N,2.0,Dingling
34635,2017,2,11,2,9.0,17.0,7.0,5.0,400.0,73.0,-0.6,1020.5,-19.7,0.0,NNE,1.9,Dingling
34636,2017,2,11,3,10.0,10.0,6.0,5.0,400.0,73.0,-0.1,1020.3,-19.3,0.0,NNE,1.9,Dingling
34637,2017,2,11,4,10.0,10.0,4.0,3.0,300.0,75.0,-1.8,1020.2,-19.3,0.0,NW,1.6,Dingling
34638,2017,2,11,5,10.0,13.0,6.0,5.0,300.0,70.0,-1.6,1019.9,-18.6,0.0,NNW,1.7,Dingling
34639,2017,2,11,6,7.0,11.0,6.0,5.0,300.0,68.0,-1.3,1019.9,-17.9,0.0,N,2.3,Dingling
34640,2017,2,11,7,9.0,15.0,8.0,7.0,400.0,66.0,-3.8,1020.1,-17.8,0.0,N,0.7,Dingling
34641,2017,2,11,8,3.0,36.0,11.0,10.0,400.0,63.0,-0.9,1020.6,-17.2,0.0,NNE,2.2,Dingling
34642,2017,2,11,9,12.0,19.0,10.0,8.0,400.0,67.0,1.7,1020.9,-16.8,0.0,NNE,2.8,Dingling
34643,2017,2,11,10,11.0,15.0,10.0,7.0,400.0,70.0,3.8,1020.8,-16.6,0.0,NNE,2.5,Dingling
34644,2017,2,11,11,14.0,22.0,14.0,9.0,500.0,70.0,6.0,1020.1,-16.6,0.0,NW,4.1,Dingling
34645,2017,2,11,12,13.0,14.0,10.0,7.0,400.0,78.0,7.2,1019.0,-16.3,0.0,WNW,3.6,Dingling
34646,2017,2,11,13,12.0,12.0,8.0,5.0,400.0,85.0,8.1,1017.8,-17.1,0.0,NW,2.9,Dingling
34647,2017,2,11,14,14.0,14.0,9.0,5.0,400.0,87.0,9.5,1016.7,-16.7,0.0,WNW,3.6,Dingling
34648,2017,2,11,15,13.0,24.0,8.0,4.0,300.0,91.0,10.2,1016.2,-17.1,0.0,WNW,4.4,Dingling
34649,2017,2,11,16,13.0,16.0,6.0,3.0,300.0,92.0,10.2,1016.0,-17.1,0.0,WNW,4.3,Dingling
34650,2017,2,11,17,15.0,20.0,6.0,5.0,400.0,90.0,10.1,1015.7,-16.3,0.0,WNW,2.1,Dingling
34651,2017,2,11,18,10.0,29.0,6.0,7.0,300.0,77.0,6.6,1016.6,-16.8,0.0,E,2.3,Dingling
34652,2017,2,11,19,32.0,44.0,13.0,18.0,600.0,61.0,5.0,1017.2,-16.8,0.0,E,1.9,Dingling
34653,2017,2,11,20,55.0,77.0,20.0,19.0,900.0,47.0,3.1,1017.6,-16.6,0.0,NNW,1.5,Dingling
34654,2017,2,11,21,49.0,49.0,13.0,17.0,700.0,56.0,0.7,1018.3,-16.2,0.0,NNW,1.1,Dingling
34655,2017,2,11,22,47.0,72.0,18.0,21.0,900.0,48.0,-0.7,1018.6,-16.2,0.0,NW,1.0,Dingling
34656,2017,2,11,23,82.0,93.0,33.0,31.0,1600.0,39.0,-1.5,1018.5,-15.7,0.0,NE,0.9,Dingling
34657,2017,2,12,0,73.0,73.0,17.0,22.0,1300.0,43.0,-1.6,1018.6,-16.2,0.0,NNW,1.8,Dingling
34658,2017,2,12,1,38.0,38.0,10.0,12.0,700.0,52.0,-1.4,1018.2,-16.4,0.0,N,1.6,Dingling
34659,2017,2,12,2,42.0,44.0,14.0,15.0,1300.0,50.0,-2.7,1018.5,-16.1,0.0,WNW,0.7,Dingling
34660,2017,2,12,3,31.0,31.0,6.0,10.0,600.0,53.0,-2.8,1018.2,-16.2,0.0,NW,1.0,Dingling
34661,2017,2,12,4,29.0,31.0,9.0,17.0,700.0,45.0,-3.9,1018.0,-15.9,0.0,NNW,1.1,Dingling
34662,2017,2,12,5,26.0,32.0,7.0,13.0,600.0,49.0,-4.0,1018.0,-15.9,0.0,NNW,1.8,Dingling
34663,2017,2,12,6,24.0,38.0,6.0,13.0,600.0,50.0,-4.6,1018.1,-15.3,0.0,E,0.7,Dingling
34664,2017,2,12,7,32.0,57.0,13.0,32.0,900.0,27.0,-4.9,1018.6,-14.2,0.0,E,0.7,Dingling
34665,2017,2,12,8,41.0,62.0,14.0,23.0,1100.0,32.0,-4.5,1019.0,-14.9,0.0,NNW,1.8,Dingling
34666,2017,2,12,9,59.0,89.0,21.0,39.0,1500.0,17.0,-1.2,1019.2,-14.7,0.0,NW,1.2,Dingling
34667,2017,2,12,10,63.0,86.0,28.0,37.0,1300.0,32.0,2.0,1018.9,-13.8,0.0,SSW,1.2,Dingling
34668,2017,2,12,11,75.0,100.0,35.0,49.0,1700.0,34.0,3.9,1018.4,-14.4,0.0,SSW,1.5,Dingling
34669,2017,2,12,12,98.0,121.0,40.0,69.0,2200.0,30.0,6.2,1017.4,-14.0,0.0,SSE,1.5,Dingling
34670,2017,2,12,13,106.0,121.0,41.0,76.0,2400.0,33.0,8.6,1016.3,-13.8,0.0,SSE,1.9,Dingling
34671,2017,2,12,14,84.0,88.0,35.0,64.0,1700.0,45.0,9.0,1015.6,-14.1,0.0,SSE,2.1,Dingling
34672,2017,2,12,15,61.0,76.0,24.0,47.0,1200.0,60.0,9.8,1015.1,-14.2,0.0,ESE,2.1,Dingling
34673,2017,2,12,16,55.0,78.0,23.0,43.0,1100.0,64.0,10.1,1015.0,-13.9,0.0,ESE,2.1,Dingling
34674,2017,2,12,17,67.0,94.0,30.0,61.0,1400.0,47.0,9.8,1015.1,-13.5,0.0,S,1.7,Dingling
34675,2017,2,12,18,71.0,100.0,29.0,75.0,1700.0,29.0,8.1,1015.5,-14.2,0.0,ESE,1.4,Dingling
34676,2017,2,12,19,75.0,92.0,24.0,72.0,1700.0,26.0,5.2,1016.2,-14.3,0.0,NNW,0.9,Dingling
34677,2017,2,12,20,91.0,93.0,41.0,70.0,2200.0,27.0,3.2,1016.6,-13.6,0.0,NNE,0.5,Dingling
34678,2017,2,12,21,89.0,89.0,36.0,71.0,1900.0,21.0,1.9,1017.2,-13.5,0.0,NE,0.7,Dingling
34679,2017,2,12,22,85.0,103.0,39.0,66.0,2400.0,22.0,0.6,1017.6,-13.9,0.0,NW,1.2,Dingling
34680,2017,2,12,23,92.0,108.0,29.0,61.0,2400.0,20.0,0.1,1018.2,-13.6,0.0,NNW,1.7,Dingling
34681,2017,2,13,0,109.0,109.0,24.0,55.0,2300.0,19.0,-1.0,1018.6,-13.6,0.0,N,1.6,Dingling
34682,2017,2,13,1,80.0,80.0,18.0,49.0,1600.0,23.0,-1.1,1018.8,-13.6,0.0,NE,0.7,Dingling
34683,2017,2,13,2,69.0,72.0,15.0,40.0,1400.0,29.0,-1.0,1019.2,-13.2,0.0,WNW,0.9,Dingling
34684,2017,2,13,3,51.0,64.0,13.0,33.0,1400.0,33.0,-1.3,1019.4,-13.2,0.0,NNW,1.9,Dingling
34685,2017,2,13,4,43.0,45.0,10.0,26.0,100.0,38.0,-1.5,1019.7,-12.8,0.0,NW,0.7,Dingling
34686,2017,2,13,5,35.0,50.0,13.0,26.0,1200.0,40.0,0.0,1020.3,-12.7,0.0,NW,1.8,Dingling
34687,2017,2,13,6,29.0,44.0,17.0,22.0,800.0,52.0,1.4,1020.9,-11.7,0.0,N,2.2,Dingling
34688,2017,2,13,7,13.0,30.0,9.0,12.0,400.0,68.0,4.1,1021.8,-12.0,0.0,NE,3.2,Dingling
34689,2017,2,13,8,13.0,40.0,9.0,13.0,400.0,67.0,4.2,1022.7,-12.7,0.0,NNE,2.1,Dingling
34690,2017,2,13,9,28.0,46.0,19.0,19.0,600.0,58.0,6.3,1023.3,-11.8,0.0,N,3.1,Dingling
34691,2017,2,13,10,26.0,37.0,20.0,18.0,600.0,61.0,8.6,1023.5,-12.0,0.0,NNW,1.9,Dingling
34692,2017,2,13,11,24.0,45.0,18.0,18.0,600.0,65.0,9.2,1023.6,-12.6,0.0,NNE,1.9,Dingling
34693,2017,2,13,12,25.0,34.0,15.0,16.0,600.0,70.0,10.5,1023.0,-14.3,0.0,NNW,1.6,Dingling
34694,2017,2,13,13,14.0,20.0,8.0,11.0,400.0,79.0,11.7,1022.1,-14.1,0.0,NE,1.7,Dingling
34695,2017,2,13,14,15.0,18.0,5.0,8.0,400.0,87.0,13.3,1021.2,-14.6,0.0,NNW,1.3,Dingling
34696,2017,2,13,15,13.0,22.0,4.0,7.0,300.0,92.0,13.8,1021.0,-15.2,0.0,E,1.6,Dingling
34697,2017,2,13,16,17.0,27.0,4.0,7.0,300.0,97.0,13.3,1021.1,-15.6,0.0,SSE,2.3,Dingling
34698,2017,2,13,17,20.0,44.0,5.0,10.0,400.0,92.0,12.3,1021.4,-15.4,0.0,SSE,2.7,Dingling
34699,2017,2,13,18,21.0,46.0,9.0,23.0,600.0,71.0,10.5,1022.0,-15.1,0.0,ESE,2.0,Dingling
34700,2017,2,13,19,27.0,42.0,8.0,25.0,600.0,58.0,8.7,1022.9,-14.4,0.0,E,2.1,Dingling
34701,2017,2,13,20,36.0,70.0,19.0,31.0,1100.0,49.0,7.2,1023.6,-14.3,0.0,E,1.3,Dingling
34702,2017,2,13,21,59.0,66.0,26.0,38.0,1500.0,38.0,5.3,1024.3,-12.7,0.0,ENE,0.8,Dingling
34703,2017,2,13,22,43.0,54.0,16.0,31.0,1200.0,40.0,2.5,1024.8,-13.4,0.0,E,0.7,Dingling
